BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LJ8_13;ZIT_13;ZITPERC_13;ZITPERC_LJ_13;LJ8_14;ZIT_14;ZITPERC_14;ZITPERC_LJ_14;LJ8_15;ZIT_15;ZITPERC_15;ZITPERC_LJ_15;LJ8_16;ZIT_16;ZITPERC_16;ZITPERC_LJ_16;LJ8_17;ZIT_17;ZITPERC_17;ZITPERC_LJ_17;LJ8_18;ZIT_18;ZITPERC_18;ZITPERC_LJ_18;LJ8_19;ZIT_19;ZITPERC_19;ZITPERC_LJ_19
08AX;00;It Bynt;9262NG;SUMAR; 737;Tytsjerksteradiel;Friesland;Bo;Protestants-Christelijk;42754;9;0;0;0;15;1;,0666666666666667;,00833333333333333;17;2;,117647058823529;,0147058823529412;17;0;0;0;15;1;,0666666666666667;,00833333333333333;11;1;,0909090909090909;,0113636363636364;15;1;,0666666666666667;,00833333333333333
08AY;00;CBS De Wieken;9792PM;TEN POST;  14;Groningen;Groningen;Bo;Protestants-Christelijk;41261;10;1;,1;,0125;7;0;0;0;8;0;0;0;9;0;0;0;13;0;0;0;12;1;,0833333333333333;,0104166666666667;4;0;0;0
08AZ;00;Chr Basisschool De Til;9797PD;THESINGE;  14;Groningen;Groningen;Bo;Protestants-Christelijk;41261;7;0;0;0;4;0;0;0;7;0;0;0;2;0;0;0;3;0;0;0;8;1;,125;,015625;9;3;,333333333333333;,0416666666666667
08BA;00;Basissch De Gielguorde;9219VM;DE TIKE;  90;Smallingerland;Friesland;Bo;Protestants-Christelijk;40342;6;0;0;0;4;1;,25;,03125;5;1;,2;,025;5;1;,2;,025;4;2;,5;,0625;3;1;,333333333333333;,0416666666666667;0;0; ; 
08BC;00;Basissch Klingelenburg;4176CE;TUIL;1960;West Betuwe;Gelderland;Bo;Protestants-Christelijk;41424;17;3;,176470588235294;,0220588235294118;11;1;,0909090909090909;,0113636363636364;13;2;,153846153846154;,0192307692307692;9;0;0;0;6;1;,166666666666667;,0208333333333333;15;1;,0666666666666667;,00833333333333333;4;0;0;0
08BD;00;Prins Willem Alexander;3888LV;UDDEL; 200;Apeldoorn;Gelderland;Bo;Protestants-Christelijk;40862;24;0;0;0;22;3;,136363636363636;,0170454545454545;20;0;0;0;25;1;,04;,005;21;3;,142857142857143;,0178571428571429;15;2;,133333333333333;,0166666666666667;11;1;,0909090909090909;,0113636363636364
08BF;00;Joh Calvynschool;3905AS;VEENENDAAL; 345;Veenendaal;Utrecht;Bo;Reformatorisch;92067;71;7;,0985915492957746;,0123239436619718;65;6;,0923076923076923;,0115384615384615;71;12;,169014084507042;,0211267605633803;64;6;,09375;,01171875;76;10;,131578947368421;,0164473684210526;68;8;,117647058823529;,0147058823529412;67;5;,0746268656716418;,00932835820895522
08BH;00;Kon Wilhelminaschool;3781GG;VOORTHUIZEN; 203;Barneveld;Gelderland;Bo;Protestants-Christelijk;30673;26;2;,0769230769230769;,00961538461538462;32;3;,09375;,01171875;28;3;,107142857142857;,0133928571428571;43;6;,13953488372093;,0174418604651163;31;2;,0645161290322581;,00806451612903226;38;4;,105263157894737;,0131578947368421;34;3;,0882352941176471;,0110294117647059
08BI;00;De Welle;9111HH;BURDAARD;1970;Noardeast-Frysl‘n;Friesland;Bo;Protestants-Christelijk;40789;12;1;,0833333333333333;,0104166666666667;15;5;,333333333333333;,0416666666666667;20;2;,1;,0125;16;2;,125;,015625;23;2;,0869565217391304;,0108695652173913;11;2;,181818181818182;,0227272727272727;18;3;,166666666666667;,0208333333333333
08BJ;00;De Parel;8191AC;WAPENVELD; 246;Heerde;Gelderland;Bo;Protestants-Christelijk;92626;11;1;,0909090909090909;,0113636363636364;12;4;,333333333333333;,0416666666666667;19;1;,0526315789473684;,00657894736842105;14;1;,0714285714285714;,00892857142857143;15;1;,0666666666666667;,00833333333333333;19;0;0;0;16;2;,125;,015625
08BK;00;Het Baken;4251DT;WERKENDAM;1959;Altena;Noord-Brabant;Bo;Protestants-Christelijk;41239;44;4;,0909090909090909;,0113636363636364;31;2;,0645161290322581;,00806451612903226;40;0;0;0;35;2;,0571428571428571;,00714285714285714;30;1;,0333333333333333;,00416666666666667;39;0;0;0;44;3;,0681818181818182;,00852272727272727
08BL;00;Basisschool De Meander;9771AM;SAUWERD;1966;Het Hogeland;Groningen;Bo;Protestants-Christelijk;41261;6;1;,166666666666667;,0208333333333333;10;1;,1;,0125;8;0;0;0;8;1;,125;,015625;13;3;,230769230769231;,0288461538461538;8;0;0;0;7;0;0;0
08BM;00;PCB Het Laar;7642GA;WIERDEN; 189;Wierden;Overijssel;Bo;Protestants-Christelijk;41472;8;1;,125;,015625;18;2;,111111111111111;,0138888888888889;7;0;0;0;11;0;0;0;8;0;0;0;9;0;0;0;9;0;0;0
08BO;00;Basisschool Borg;9951BG;WINSUM GN;1966;Het Hogeland;Groningen;Bo;Protestants-Christelijk;41261;12;2;,166666666666667;,0208333333333333;13;2;,153846153846154;,0192307692307692;18;3;,166666666666667;,0208333333333333;12;2;,166666666666667;,0208333333333333;13;1;,0769230769230769;,00961538461538462;9;2;,222222222222222;,0277777777777778;14;2;,142857142857143;,0178571428571429
08BP;00;Basisschool Emma;7113AE;WINTERSWIJK HENXEL; 294;Winterswijk;Gelderland;Bo;Protestants-Christelijk;41787;8;1;,125;,015625;3;0;0;0;9;2;,222222222222222;,0277777777777778;3;1;,333333333333333;,0416666666666667;11;2;,181818181818182;,0227272727272727;6;0;0;0;7;1;,142857142857143;,0178571428571429
08BQ;00;Basissch 't Warmelinck;7122JX;AALTEN; 197;Aalten;Gelderland;Bo;Protestants-Christelijk;41787;10;1;,1;,0125;10;1;,1;,0125;14;3;,214285714285714;,0267857142857143;5;0;0;0;8;0;0;0;8;1;,125;,015625;11;3;,272727272727273;,0340909090909091
08BS;00;Basisond Op de Zandtange;9584AL;MUSSEL;  37;Stadskanaal;Groningen;Bo;Protestants-Christelijk;41358;13;2;,153846153846154;,0192307692307692;18;2;,111111111111111;,0138888888888889;10;2;,2;,025;14;2;,142857142857143;,0178571428571429;9;1;,111111111111111;,0138888888888889;14;3;,214285714285714;,0267857142857143;13;3;,230769230769231;,0288461538461538
08BU;00;Ds van Lingenschool;6671AN;ZETTEN;1734;Overbetuwe;Gelderland;Bo;Protestants-Christelijk;41154;0;0; ; ;20;1;,05;,00625;25;1;,04;,005;26;1;,0384615384615385;,00480769230769231;23;3;,130434782608696;,016304347826087;25;4;,16;,02;21;2;,0952380952380952;,0119047619047619
08BV;00;CBS De Delta;9354BR;ZEVENHUIZEN GN;1969;Westerkwartier;Groningen;Bo;Protestants-Christelijk;41571;9;0;0;0;9;2;,222222222222222;,0277777777777778;8;1;,125;,015625;15;5;,333333333333333;,0416666666666667;9;2;,222222222222222;,0277777777777778;15;1;,0666666666666667;,00833333333333333;8;1;,125;,015625
08BW;00;s.w.s. De Zoutkamperril;9974PE;ZOUTKAMP;1966;Het Hogeland;Groningen;Bo;Protestants-Christelijk;41261;13;1;,0769230769230769;,00961538461538462;10;0;0;0;9;1;,111111111111111;,0138888888888889;8;0;0;0;19;2;,105263157894737;,0131578947368421;12;0;0;0;13;2;,153846153846154;,0192307692307692
08BX;00;PCB De Bongerd;3214GA;ZUIDLAND;1930;Nissewaard;Zuid-Holland;Bo;Protestants-Christelijk;41507;18;2;,111111111111111;,0138888888888889;27;0;0;0;27;2;,0740740740740741;,00925925925925926;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; 
08BY;00;Bs 't Groenland;9785BG;ZUIDWOLDE GN;1966;Het Hogeland;Groningen;Bo;Protestants-Christelijk;41261;9;1;,111111111111111;,0138888888888889;2;0;0;0;3;0;0;0;14;4;,285714285714286;,0357142857142857;17;4;,235294117647059;,0294117647058824;10;2;,2;,025;10;2;,2;,025
08BZ;00;Nutsscholen de Meent;5582GC;WAALRE; 866;Waalre;Noord-Brabant;Bo;Algemeen bijzonder;94251;31;1;,032258064516129;,00403225806451613;45;1;,0222222222222222;,00277777777777778;40;1;,025;,003125;59;4;,0677966101694915;,00847457627118644;49;4;,0816326530612245;,0102040816326531;54;6;,111111111111111;,0138888888888889;46;4;,0869565217391304;,0108695652173913
08CA;00;Watergraafsmeerse Sch;1098JH;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Algemeen bijzonder;40586;54;5;,0925925925925926;,0115740740740741;33;1;,0303030303030303;,00378787878787879;58;9;,155172413793103;,0193965517241379;51;3;,0588235294117647;,00735294117647059;50;4;,08;,01;55;3;,0545454545454545;,00681818181818182;58;3;,0517241379310345;,00646551724137931
08CB;00;Geert Groote School;1076RS;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Antroposofisch;94433;30;4;,133333333333333;,0166666666666667;29;5;,172413793103448;,021551724137931;28;7;,25;,03125;29;4;,137931034482759;,0172413793103448;30;6;,2;,025;28;6;,214285714285714;,0267857142857143;50;19;,38;,0475
08CC;00;Basisschool De Reinboge;8538RN;BANTEGA;1940;De Fryske Marren;Friesland;Bo;Algemeen bijzonder;41856;6;0;0;0;3;0;0;0;6;2;,333333333333333;,0416666666666667;10;2;,2;,025;7;1;,142857142857143;,0178571428571429;10;1;,1;,0125;2;0;0;0
08CD;00;Montessori Basisschool;1943MN;BEVERWIJK; 375;Beverwijk;Noord-Holland;Bo;Algemeen bijzonder;94771;38;4;,105263157894737;,0131578947368421;41;4;,0975609756097561;,0121951219512195;33;2;,0606060606060606;,00757575757575758;37;4;,108108108108108;,0135135135135135;39;5;,128205128205128;,016025641025641;39;2;,0512820512820513;,00641025641025641;32;4;,125;,015625
08CE;00;Bloemendaalse Schoolver;2061BB;BLOEMENDAAL; 377;Bloemendaal;Noord-Holland;Bo;Algemeen bijzonder;94797;29;2;,0689655172413793;,00862068965517241;31;0;0;0;30;1;,0333333333333333;,00416666666666667;30;1;,0333333333333333;,00416666666666667;30;0;0;0;25;0;0;0;26;1;,0384615384615385;,00480769230769231
08CF;00;Delftsche Schoolver;2611XG;DELFT; 503;Delft;Zuid-Holland;Bo;Algemeen bijzonder;95135;54;8;,148148148148148;,0185185185185185;47;3;,0638297872340425;,00797872340425532;56;7;,125;,015625;54;4;,0740740740740741;,00925925925925926;53;2;,0377358490566038;,00471698113207547;50;4;,08;,01;48;5;,104166666666667;,0130208333333333
08CI;00;Montessorischool Zuid;1215KN;HILVERSUM; 402;Hilversum;Noord-Holland;Bo;Algemeen bijzonder;41515;47;2;,0425531914893617;,00531914893617021;45;1;,0222222222222222;,00277777777777778;46;4;,0869565217391304;,0108695652173913;42;6;,142857142857143;,0178571428571429;34;2;,0588235294117647;,00735294117647059;51;6;,117647058823529;,0147058823529412;46;4;,0869565217391304;,0108695652173913
08CJ;00;Eerste Leidse Schoolver;2332AX;LEIDEN; 546;Leiden;Zuid-Holland;Bo;Algemeen bijzonder;96617;43;6;,13953488372093;,0174418604651163;43;4;,0930232558139535;,0116279069767442;44;5;,113636363636364;,0142045454545455;36;4;,111111111111111;,0138888888888889;28;2;,0714285714285714;,00892857142857143;29;1;,0344827586206897;,00431034482758621;27;2;,0740740740740741;,00925925925925926
08CK;00;Montessorischool;3021AN;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Algemeen bijzonder;41548;41;7;,170731707317073;,0213414634146341;39;3;,0769230769230769;,00961538461538462;37;3;,0810810810810811;,0101351351351351;44;2;,0454545454545455;,00568181818181818;39;1;,0256410256410256;,00320512820512821;46;3;,0652173913043478;,00815217391304348;40;5;,125;,015625
08CL;00;Van Oldenbarneveltschool;3022PR;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Algemeen bijzonder;97176;28;3;,107142857142857;,0133928571428571;30;3;,1;,0125;30;1;,0333333333333333;,00416666666666667;29;2;,0689655172413793;,00862068965517241;30;3;,1;,0125;28;0;0;0;32;0;0;0
08CM;00;BS Rudolf Steiner School;3066NL;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Antroposofisch;61960;21;5;,238095238095238;,0297619047619048;30;7;,233333333333333;,0291666666666667;29;3;,103448275862069;,0129310344827586;27;4;,148148148148148;,0185185185185185;23;7;,304347826086957;,0380434782608696;27;7;,259259259259259;,0324074074074074;22;7;,318181818181818;,0397727272727273
08CM;01;Bs Rudolf Steiner School;2923XS;KRIMPEN AAN DEN IJSSEL; 542;Krimpen aan den IJssel;Zuid-Holland;Bo;Antroposofisch;61960;13;1;,0769230769230769;,00961538461538462;9;2;,222222222222222;,0277777777777778;9;4;,444444444444444;,0555555555555556;7;1;,142857142857143;,0178571428571429;12;2;,166666666666667;,0208333333333333;6;0;0;0;14;4;,285714285714286;,0357142857142857
08CN;00;1e Van der Huchtschool;3761AT;SOEST; 342;Soest;Utrecht;Bo;Algemeen bijzonder;97358;30;3;,1;,0125;32;2;,0625;,0078125;28;5;,178571428571429;,0223214285714286;29;3;,103448275862069;,0129310344827586;29;2;,0689655172413793;,00862068965517241;30;5;,166666666666667;,0208333333333333;29;3;,103448275862069;,0129310344827586
08CO;00;Nutsschool Lankforst;6538GN;NIJMEGEN; 268;Nijmegen;Gelderland;Bo;Openbaar;29810;28;4;,142857142857143;,0178571428571429;32;1;,03125;,00390625;29;4;,137931034482759;,0172413793103448;30;4;,133333333333333;,0166666666666667;28;4;,142857142857143;,0178571428571429;33;3;,0909090909090909;,0113636363636364;25;3;,12;,015
08CP;00;J Ligthartsch Rendierhof;5037AD;TILBURG; 855;Tilburg;Noord-Brabant;Bo;Algemeen bijzonder;97917;63;11;,174603174603175;,0218253968253968;67;14;,208955223880597;,0261194029850746;74;12;,162162162162162;,0202702702702703;83;16;,192771084337349;,0240963855421687;73;13;,178082191780822;,0222602739726027;80;20;,25;,03125;78;23;,294871794871795;,0368589743589744
08CQ;00;G J Van Den Brinkschool;6706AP;WAGENINGEN; 289;Wageningen;Gelderland;Bo;Algemeen bijzonder;98190;27;0;0;0;28;1;,0357142857142857;,00446428571428571;30;2;,0666666666666667;,00833333333333333;29;1;,0344827586206897;,00431034482758621;29;1;,0344827586206897;,00431034482758621;29;1;,0344827586206897;,00431034482758621;29;2;,0689655172413793;,00862068965517241
08CS;00;Chr Basissch East Kime;8618NP;OOSTHEM;1900;Sudwest-Fryslan;Friesland;Bo;Protestants-Christelijk;42545;4;0;0;0;7;0;0;0;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; 
08CT;00;Willem Alexanderschool;7753TK;DALERPEEL; 109;Coevorden;Drenthe;Bo;Protestants-Christelijk;41052;5;1;,2;,025;15;0;0;0;10;1;,1;,0125;11;1;,0909090909090909;,0113636363636364;0;0; ; ;8;2;,25;,03125;7;0;0;0
08CW;00;PC Basissch De Hoekstee;7685PB;BEERZERVELD; 175;Ommen;Overijssel;Bo;Protestants-Christelijk;99672;14;1;,0714285714285714;,00892857142857143;8;0;0;0;11;1;,0909090909090909;,0113636363636364;7;2;,285714285714286;,0357142857142857;10;2;,2;,025;7;2;,285714285714286;,0357142857142857;7;0;0;0
08CX;00;CBS De Roerganger;7468HA;ENTER; 189;Wierden;Overijssel;Bo;Protestants-Christelijk;99711;18;4;,222222222222222;,0277777777777778;21;2;,0952380952380952;,0119047619047619;20;1;,05;,00625;17;2;,117647058823529;,0147058823529412;20;3;,15;,01875;20;3;,15;,01875;20;0;0;0
08CY;00;IKC Uniek;7121VB;AALTEN; 197;Aalten;Gelderland;Bo;Protestants-Christelijk;41787;28;6;,214285714285714;,0267857142857143;31;6;,193548387096774;,0241935483870968;27;0;0;0;16;5;,3125;,0390625;27;3;,111111111111111;,0138888888888889;29;5;,172413793103448;,021551724137931;28;2;,0714285714285714;,00892857142857143
08DC;00;Opb Basisschool Hollum;9161BE;HOLLUM;  60;Ameland;Friesland;Bo;Openbaar;13878;7;2;,285714285714286;,0357142857142857;0;0; ; ;5;0;0;0;10;2;,2;,025;5;0;0;0;8;0;0;0;3;1;,333333333333333;,0416666666666667
08DD;00;Obs Drieborg;9688RN;DRIEBORG;1895;Oldambt;Groningen;Bo;Openbaar;41613;10;1;,1;,0125;9;1;,111111111111111;,0138888888888889;10;3;,3;,0375;6;1;,166666666666667;,0208333333333333;5;0;0;0;7;3;,428571428571429;,0535714285714286;12;2;,166666666666667;,0208333333333333
08DE;00;De Kleine Beer;5258SG;BERLICUM NB; 845;Sint-Michielsgestel;Noord-Brabant;Bo;Openbaar;41633;24;3;,125;,015625;29;1;,0344827586206897;,00431034482758621;24;2;,0833333333333333;,0104166666666667;14;1;,0714285714285714;,00892857142857143;20;1;,05;,00625;11;0;0;0;20;2;,1;,0125
08DF;00;Basisschool De Huifkar;9791ER;TEN BOER;  14;Groningen;Groningen;Bo;Openbaar;41574;27;1;,037037037037037;,00462962962962963;33;4;,121212121212121;,0151515151515152;24;1;,0416666666666667;,00520833333333333;30;4;,133333333333333;,0166666666666667;24;1;,0416666666666667;,00520833333333333;26;1;,0384615384615385;,00480769230769231;33;1;,0303030303030303;,00378787878787879
08DF;01;Bs Woltersum;9795PC;WOLTERSUM;  14;Groningen;Groningen;Bo;Openbaar;41574;6;0;0;0;7;0;0;0;12;3;,25;,03125;3;0;0;0;4;0;0;0;0;0; ; ;4;1;,25;,03125
08DG;00;Basisschool 't Ogelijn;5831SC;BOXMEER; 756;Boxmeer;Noord-Brabant;Bo;Openbaar;41443;14;1;,0714285714285714;,00892857142857143;10;0;0;0;23;0;0;0;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; 
08DH;00;Basisschool Stedeke;7478AN;DIEPENHEIM;1735;Hof van Twente;Overijssel;Bo;Openbaar;41785;28;2;,0714285714285714;,00892857142857143;27;4;,148148148148148;,0185185185185185;24;4;,166666666666667;,0208333333333333;20;1;,05;,00625;24;5;,208333333333333;,0260416666666667;14;2;,142857142857143;,0178571428571429;28;7;,25;,03125
08DI;00;Basissch De Springplank;4231AB;MEERKERK;1961;Vijfheerenlanden;Utrecht;Bo;Openbaar;41638;25;2;,08;,01;8;1;,125;,015625;17;0;0;0;17;1;,0588235294117647;,00735294117647059;13;1;,0769230769230769;,00961538461538462;12;1;,0833333333333333;,0104166666666667;19;1;,0526315789473684;,00657894736842105
08DJ;00;Basisschool De Linde;4751CN;OUD GASTEL;1655;Halderberge;Noord-Brabant;Bo;Openbaar;41471;33;6;,181818181818182;,0227272727272727;27;6;,222222222222222;,0277777777777778;27;5;,185185185185185;,0231481481481481;25;0;0;0;29;6;,206896551724138;,0258620689655172;25;2;,08;,01;24;2;,0833333333333333;,0104166666666667
08DM;00;Basissch 't Schrijverke;5731EK;MIERLO;1771;Geldrop-Mierlo;Noord-Brabant;Bo;Openbaar;41860;28;2;,0714285714285714;,00892857142857143;34;4;,117647058823529;,0147058823529412;53;7;,132075471698113;,0165094339622642;40;11;,275;,034375;36;5;,138888888888889;,0173611111111111;32;5;,15625;,01953125;36;3;,0833333333333333;,0104166666666667
08DN;00;OBS De Driesprong;7261SN;RUURLO;1859;Berkelland;Gelderland;Bo;Openbaar;41413;6;0;0;0;10;1;,1;,0125;6;1;,166666666666667;,0208333333333333;6;0;0;0;7;0;0;0;8;0;0;0;10;0;0;0
08DV;00;Expeditie;6971VD;BRUMMEN; 213;Brummen;Gelderland;Bo;Protestants-Christelijk;41011;12;0;0;0;9;2;,222222222222222;,0277777777777778;3;0;0;0;9;1;,111111111111111;,0138888888888889;7;0;0;0;7;1;,142857142857143;,0178571428571429;5;0;0;0
08DX;00;Prinses Marijkeschool;4571VW;AXEL; 715;Terneuzen;Zeeland;Bo;Openbaar;40803;18;3;,166666666666667;,0208333333333333;17;1;,0588235294117647;,00735294117647059;11;2;,181818181818182;,0227272727272727;22;0;0;0;10;2;,2;,025;13;3;,230769230769231;,0288461538461538;22;9;,409090909090909;,0511363636363636
08DZ;00;De Triolier;6021KD;BUDEL;1706;Cranendonck;Noord-Brabant;Bo;Openbaar;41662;24;4;,166666666666667;,0208333333333333;38;9;,236842105263158;,0296052631578947;28;2;,0714285714285714;,00892857142857143;28;2;,0714285714285714;,00892857142857143;28;4;,142857142857143;,0178571428571429;27;3;,111111111111111;,0138888888888889;27;5;,185185185185185;,0231481481481481
08EA;00;Basisschool Wiene;7495RL;AMBT DELDEN;1735;Hof van Twente;Overijssel;Bo;Openbaar;41785;12;0;0;0;9;0;0;0;6;0;0;0;7;0;0;0;8;0;0;0;7;2;,285714285714286;,0357142857142857;2;0;0;0
08EC;00;De Zomergaard;3411WN;LOPIK; 331;Lopik;Utrecht;Bo;Openbaar;77975;7;1;,142857142857143;,0178571428571429;9;4;,444444444444444;,0555555555555556;12;2;,166666666666667;,0208333333333333;13;5;,384615384615385;,0480769230769231;4;0;0;0;12;1;,0833333333333333;,0104166666666667;7;1;,142857142857143;,0178571428571429
08ED;00;obs Vinkenbuurt;7739PB;VINKENBUURT; 175;Ommen;Overijssel;Bo;Openbaar;41630;8;1;,125;,015625;5;0;0;0;7;1;,142857142857143;,0178571428571429;4;0;0;0;1;0;0;0;0;0; ; ;0;0; ; 
08EE;00;OBS Villa Vlinderhof;5146DD;WAALWIJK; 867;Waalwijk;Noord-Brabant;Bo;Openbaar;41435;25;1;,04;,005;42;4;,0952380952380952;,0119047619047619;41;2;,0487804878048781;,00609756097560976;56;7;,125;,015625;50;5;,1;,0125;47;1;,0212765957446809;,00265957446808511;51;6;,117647058823529;,0147058823529412
08EM;00;De Uitkijck;3742RC;BAARN; 308;Baarn;Utrecht;Bo;Openbaar;41481;28;4;,142857142857143;,0178571428571429;29;7;,241379310344828;,0301724137931035;24;7;,291666666666667;,0364583333333333;27;4;,148148148148148;,0185185185185185;29;8;,275862068965517;,0344827586206897;30;3;,1;,0125;17;1;,0588235294117647;,00735294117647059
08EN;00;Basisschool Kruisrak;3752KV;BUNSCHOTEN-SPAKENBURG; 313;Bunschoten;Utrecht;Bo;Openbaar;41481;34;3;,0882352941176471;,0110294117647059;23;7;,304347826086957;,0380434782608696;26;4;,153846153846154;,0192307692307692;24;5;,208333333333333;,0260416666666667;18;2;,111111111111111;,0138888888888889;28;7;,25;,03125;25;2;,08;,01
08EO;00;WereldKidz Dolfijn;3971CH;DRIEBERGEN-RIJSENBURG;1581;Utrechtse Heuvelrug;Utrecht;Bo;Openbaar;41496;26;4;,153846153846154;,0192307692307692;32;2;,0625;,0078125;27;2;,0740740740740741;,00925925925925926;39;4;,102564102564103;,0128205128205128;26;3;,115384615384615;,0144230769230769;41;4;,0975609756097561;,0121951219512195;32;2;,0625;,0078125
08EP;00;OBS Klimop;7782RK;DE KRIM; 160;Hardenberg;Overijssel;Bo;Openbaar;41630;6;1;,166666666666667;,0208333333333333;4;0;0;0;5;0;0;0;7;0;0;0;20;0;0;0;12;2;,166666666666667;,0208333333333333;8;0;0;0
08ER;00;Basisschool De Iekmulder;7955AN;IJHORST; 180;Staphorst;Overijssel;Bo;Openbaar;41629;20;1;,05;,00625;1;1;1;,125;15;2;,133333333333333;,0166666666666667;8;0;0;0;9;0;0;0;3;0;0;0;10;0;0;0
08EU;00;Basissch De Kromme Draai;2865XR;AMMERSTOL;1931;Krimpenerwaard;Zuid-Holland;Bo;Openbaar;41401;18;2;,111111111111111;,0138888888888889;11;3;,272727272727273;,0340909090909091;19;3;,157894736842105;,0197368421052632;16;2;,125;,015625;13;0;0;0;14;1;,0714285714285714;,00892857142857143;15;1;,0666666666666667;,00833333333333333
08EV;00;Harlekijn;5431JZ;CUIJK;1684;Cuijk;Noord-Brabant;Bo;Openbaar;41443;17;1;,0588235294117647;,00735294117647059;16;2;,125;,015625;23;1;,0434782608695652;,00543478260869565;22;5;,227272727272727;,0284090909090909;24;0;0;0;21;2;,0952380952380952;,0119047619047619;15;0;0;0
08EW;00;Obs De Octopus;1111CS;DIEMEN; 384;Diemen;Noord-Holland;Bo;Openbaar;41595;50;1;,02;,0025;38;1;,0263157894736842;,00328947368421053;42;5;,119047619047619;,0148809523809524;42;2;,0476190476190476;,00595238095238095;36;2;,0555555555555556;,00694444444444444;30;0;0;0;26;3;,115384615384615;,0144230769230769
08EY;00;Basisschool De Esdoorn;6661CZ;ELST GLD;1734;Overbetuwe;Gelderland;Bo;Openbaar;41530;33;2;,0606060606060606;,00757575757575758;22;2;,0909090909090909;,0113636363636364;29;3;,103448275862069;,0129310344827586;25;3;,12;,015;29;3;,103448275862069;,0129310344827586;37;5;,135135135135135;,0168918918918919;37;1;,027027027027027;,00337837837837838
08EZ;00;OBS J. Emmens;9514CA;GASSELTERNIJVEEN;1680;Aa en Hunze;Drenthe;Bo;Openbaar;41899;18;1;,0555555555555556;,00694444444444444;8;1;,125;,015625;9;1;,111111111111111;,0138888888888889;15;2;,133333333333333;,0166666666666667;12;3;,25;,03125;11;3;,272727272727273;,0340909090909091;12;2;,166666666666667;,0208333333333333
08FA;00;Basisschool de Klimtoren;6996AG;DREMPT;1876;Bronckhorst;Gelderland;Bo;Openbaar;41371;12;4;,333333333333333;,0416666666666667;33;6;,181818181818182;,0227272727272727;20;0;0;0;26;1;,0384615384615385;,00480769230769231;29;3;,103448275862069;,0129310344827586;24;1;,0416666666666667;,00520833333333333;21;3;,142857142857143;,0178571428571429
08FC;00;De Regenboog;4031KV;INGEN; 214;Buren;Gelderland;Bo;Openbaar;41538;23;2;,0869565217391304;,0108695652173913;19;1;,0526315789473684;,00657894736842105;16;4;,25;,03125;13;0;0;0;19;3;,157894736842105;,0197368421052632;17;3;,176470588235294;,0220588235294118;13;1;,0769230769230769;,00961538461538462
08FE;00;BS De Vinkenbaan;1399HX;MUIDERBERG;1942;Gooise Meren;Noord-Holland;Bo;Openbaar;41376;28;1;,0357142857142857;,00446428571428571;24;4;,166666666666667;,0208333333333333;18;4;,222222222222222;,0277777777777778;18;2;,111111111111111;,0138888888888889;16;5;,3125;,0390625;18;0;0;0;22;5;,227272727272727;,0284090909090909
08FE;01;OBS De Vinkenbaan;1398XG;MUIDEN;1942;Gooise Meren;Noord-Holland;Bo;Openbaar;41376;9;1;,111111111111111;,0138888888888889;12;1;,0833333333333333;,0104166666666667;12;3;,25;,03125;9;0;0;0;10;3;,3;,0375;8;1;,125;,015625;8;1;,125;,015625
08FF;00;Koningin Emmaschool;2871DA;SCHOONHOVEN;1931;Krimpenerwaard;Zuid-Holland;Bo;Openbaar;41401;42;4;,0952380952380952;,0119047619047619;41;9;,219512195121951;,0274390243902439;38;2;,0526315789473684;,00657894736842105;36;4;,111111111111111;,0138888888888889;41;5;,121951219512195;,0152439024390244;32;2;,0625;,0078125;35;7;,2;,025
08FG;00;Schatkist;4171BA;HERWIJNEN;1960;West Betuwe;Gelderland;Bo;Openbaar;41638;15;0;0;0;5;1;,2;,025;5;0;0;0;6;0;0;0;7;0;0;0;6;1;,166666666666667;,0208333333333333;3;0;0;0
08FH;00;MKC;6931CP;WESTERVOORT; 293;Westervoort;Gelderland;Bo;Openbaar;77235;31;6;,193548387096774;,0241935483870968;33;4;,121212121212121;,0151515151515152;30;5;,166666666666667;,0208333333333333;23;2;,0869565217391304;,0108695652173913;22;1;,0454545454545455;,00568181818181818;19;3;,157894736842105;,0197368421052632;21;2;,0952380952380952;,0119047619047619
08FI;00;De Utskoat;8748DW;WITMARSUM;1900;Sudwest-Fryslan;Friesland;Bo;Openbaar;41856;11;2;,181818181818182;,0227272727272727;9;4;,444444444444444;,0555555555555556;11;2;,181818181818182;,0227272727272727;6;2;,333333333333333;,0416666666666667;4;0;0;0;8;0;0;0;10;3;,3;,0375
