buurtcode,buurtnaam,wijkcode,bevolkingsdichtheid_inwoners_per_km2,aantal_inwoners,mannen,vrouwen,percentage_personen_0_tot_15_jaar,percentage_personen_15_tot_25_jaar,percentage_personen_25_tot_45_jaar,percentage_personen_45_tot_65_jaar,percentage_personen_65_jaar_en_ouder,percentage_ongehuwd,percentage_gehuwd,percentage_gescheid,percentage_verweduwd,geboortes_per_1000_inwoners,aantal_huishoudens,percentage_eenpersoonshuishoudens,percentage_huishoudens_zonder_kinderen,percentage_huishoudens_met_kinderen,gemiddelde_huishoudsgrootte,percentage_westerse_migratieachtergrond,percentage_niet_westerse_migratieachtergrond,percentage_uit_marokko,percentage_uit_nederlandse_antillen_en_aruba,percentage_uit_suriname,percentage_uit_turkije,percentage_overige_nietwestersemigratieachtergrond,aantal_bedrijven_landbouw_bosbouw_visserij,aantal_bedrijven_nijverheid_energie,aantal_bedrijven_handel_en_horeca,aantal_bedrijven_vervoer_informatie_communicatie,aantal_bedrijven_financieel_onroerend_goed,aantal_bedrijven_zakelijke_dienstverlening,aantal_bedrijven_overheid_onderwijs_en_zorg,aantal_bedrijven_cultuur_recreatie_overige,aantal_bedrijfsvestigingen,woningvoorraad,gemiddelde_woningwaarde,percentage_eengezinswoning,percentage_meergezinswoning,percentage_bewoond,percentage_koopwoningen,percentage_huurwoningen,perc_huurwoningen_in_bezit_woningcorporaties,perc_huurwoningen_in_bezit_overige_verhuurders,percentage_woningen_met_eigendom_onbekend,percentage_bouwjaarklasse_tot_2000,percentage_bouwjaarklasse_vanaf_2000,percentage_leegstand_woningen,personenautos_totaal,personenautos_per_huishouden,personenautos_per_km2,motortweewielers_totaal,aantal_personenautos_met_brandstof_benzine,aantal_personenautos_met_overige_brandstof,huisartsenpraktijk_gemiddelde_afstand_in_km,huisartsenpraktijk_gemiddeld_aantal_binnen_1_km,huisartsenpraktijk_gemiddeld_aantal_binnen_3_km,huisartsenpraktijk_gemiddeld_aantal_binnen_5_km,apotheek_gemiddelde_afstand_in_km,grote_supermarkt_gemiddelde_afstand_in_km,grote_supermarkt_gemiddeld_aantal_binnen_1_km,grote_supermarkt_gemiddeld_aantal_binnen_3_km,grote_supermarkt_gemiddeld_aantal_binnen_5_km,winkels_ov_dagelijkse_levensm_gem_afst_in_km,winkels_ov_dagel_levensm_gem_aantal_binnen_1_km,winkels_ov_dagel_levensm_gem_aantal_binnen_3_km,winkels_ov_dagel_levensm_gem_aantal_binnen_5_km,warenhuis_gemiddelde_afstand_in_km,warenhuis_gemiddeld_aantal_binnen_5_km,warenhuis_gemiddeld_aantal_binnen_10_km,warenhuis_gemiddeld_aantal_binnen_20_km,cafe_gemiddelde_afstand_in_km,cafe_gemiddeld_aantal_binnen_1_km,cafe_gemiddeld_aantal_binnen_3_km,cafe_gemiddeld_aantal_binnen_5_km,cafetaria_gemiddelde_afstand_in_km,cafetaria_gemiddeld_aantal_binnen_1_km,cafetaria_gemiddeld_aantal_binnen_3_km,cafetaria_gemiddeld_aantal_binnen_5_km,restaurant_gemiddelde_afstand_in_km,restaurant_gemiddeld_aantal_binnen_1_km,restaurant_gemiddeld_aantal_binnen_3_km,restaurant_gemiddeld_aantal_binnen_5_km,hotel_gemiddelde_afstand_in_km,hotel_gemiddeld_aantal_binnen_5_km,hotel_gemiddeld_aantal_binnen_10_km,hotel_gemiddeld_aantal_binnen_20_km,kinderdagverblijf_gemiddelde_afstand_in_km,kinderdagverblijf_gemiddeld_aantal_binnen_1_km,kinderdagverblijf_gemiddeld_aantal_binnen_3_km,kinderdagverblijf_gemiddeld_aantal_binnen_5_km,buitenschoolse_opvang_gem_afstand_in_km,buitenschoolse_opvang_gemiddeld_aantal_binnen_1_km,buitenschoolse_opvang_gemiddeld_aantal_binnen_3_km,buitenschoolse_opvang_gemiddeld_aantal_binnen_5_km,basisonderwijs_gemiddelde_afstand_in_km,basisonderwijs_gemiddeld_aantal_binnen_1_km,basisonderwijs_gemiddeld_aantal_binnen_3_km,basisonderwijs_gemiddeld_aantal_binnen_5_km,voortgezet_onderwijs_gem_afstand_in_km,voortgezet_onderwijs_gemiddeld_aantal_binnen_3_km,voortgezet_onderwijs_gemiddeld_aantal_binnen_5_km,voortgezet_onderwijs_gemiddeld_aantal_binnen_10_km,vmbo_gemiddelde_afstand_in_km,vmbo_gemiddeld_aantal_binnen_3_km,vmbo_gemiddeld_aantal_binnen_5_km,vmbo_gemiddeld_aantal_binnen_10_km,havo_vwo_gemiddelde_afstand_in_km,havo_vwo_gemiddeld_aantal_binnen_3_km,havo_vwo_gemiddeld_aantal_binnen_5_km,havo_vwo_gemiddeld_aantal_binnen_10_km,brandweerkazerne_gemiddelde_afstand_in_km,zwembad_gemiddelde_afstand_in_km,kunstijsbaan_gemiddelde_afstand_in_km,bibliotheek_gemiddelde_afstand_in_km,bioscoop_gemiddelde_afstand_in_km,bioscoop_gemiddeld_aantal_binnen_5_km,bioscoop_gemiddeld_aantal_binnen_10_km,bioscoop_gemiddeld_aantal_binnen_20_km,sauna_gemiddelde_afstand_in_km,zonnebank_gemiddelde_afstand_in_km,attractiepark_gemiddelde_afstand_in_km,attractiepark_gemiddeld_aantal_binnen_10_km,attractiepark_gemiddeld_aantal_binnen_20_km,attractiepark_gemiddeld_aantal_binnen_50_km,wijknaam
BU03634904,Minervabuurt Midden,WK036349,15933.0,2390.0,1125.0,1260.0,19.0,12.0,24.0,27.0,18.0,52.0,37.0,7.0,4.0,10.0,1110.0,41.0,23.0,35.0,2.2,34.0,12.0,0.0,1.0,1.0,1.0,9.0,0.0,15.0,55.0,35.0,85.0,205.0,75.0,60.0,525.0,1111.0,1045.0,7.0,93.0,88.0,54.0,45.0,0.0,45.0,0.0,100.0,0.0,12.0,890.0,0.8,5905.0,20.0,715.0,175.0,0.3,5.8,44.6,124.7,0.3,0.4,5.6,69.3,155.6,0.3,29.0,346.6,921.1,0.4,11.3,20.4,36.5,0.7,1.9,175.0,622.2,0.4,13.6,276.6,786.1,0.3,36.3,834.9,1910.0,0.4,379.5,445.0,517.8,0.3,10.8,155.2,304.0,0.3,7.5,65.2,149.4,0.3,9.0,38.8,91.2,0.3,25.4,43.1,78.0,1.0,14.6,29.1,57.0,0.3,19.4,33.5,53.0,1.9,1.9,5.9,1.0,1.8,9.4,14.0,18.6,1.7,0.5,3.2,8.5,17.0,69.6,Apollobuurt
BU03634905,Minervabuurt Zuid,WK036349,17553.0,2630.0,1270.0,1360.0,18.0,8.0,30.0,25.0,19.0,55.0,34.0,7.0,3.0,17.0,1305.0,44.0,26.0,30.0,2.0,33.0,11.0,0.0,1.0,1.0,1.0,8.0,0.0,30.0,40.0,40.0,100.0,230.0,95.0,55.0,590.0,1261.0,862.0,4.0,96.0,93.0,47.0,53.0,0.0,53.0,0.0,100.0,0.0,7.0,955.0,0.7,6199.0,40.0,790.0,170.0,0.2,4.9,40.5,119.9,0.3,0.3,4.9,64.6,147.3,0.3,25.9,313.6,866.4,0.4,10.6,20.1,36.6,0.6,3.0,136.4,593.0,0.2,13.5,241.2,752.1,0.2,32.6,719.4,1830.0,0.6,368.4,444.1,518.1,0.5,11.9,148.7,296.6,0.5,10.6,62.8,146.8,0.4,8.0,37.7,89.0,0.5,26.2,42.2,78.0,0.7,16.1,28.3,57.0,0.5,20.3,32.8,53.0,2.2,2.1,6.0,1.1,2.0,8.7,14.0,18.7,2.0,0.5,3.0,8.6,17.0,69.9,Apollobuurt
BU03635000,Strandeiland,WK036350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999999.0,IJburg Oost
BU03635001,Middeneiland Zuidoost,WK036350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999999.0,IJburg Oost
BU03635003,Middeneiland Zuidwest,WK036350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999999.0,IJburg Oost
BU03635005,Buiteneiland,WK036350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999999.0,IJburg Oost
BU03635006,Centrumeiland,WK036350,263.0,70.0,35.0,35.0,37.0,7.0,34.0,23.0,0.0,66.0,31.0,3.0,0.0,141.0,25.0,22.0,13.0,65.0,3.1,14.0,23.0,0.0,0.0,3.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,10.0,5.0,0.7,1.0,2.0,3.1,0.7,0.7,2.0,5.0,7.7,0.7,5.0,12.0,15.0,2.3,2.0,10.0,30.0,5.8,0.0,0.0,0.0,0.7,2.8,7.0,11.6,0.5,6.6,24.0,27.0,2.4,1.0,162.4,473.8,0.6,5.1,16.7,22.4,0.7,5.0,11.7,19.6,0.8,3.1,7.6,9.4,0.9,1.0,1.0,26.9,0.9,1.0,1.0,20.9,0.9,1.0,1.0,14.0,6.0,5.0,8.1,1.7,9.0,0.0,3.2,17.0,6.1,1.9,4.7,5.0,14.0,63.0,IJburg Oost
BU03635100,Rieteiland Oost,WK036351,3430.0,345.0,165.0,175.0,34.0,13.0,14.0,38.0,1.0,64.0,34.0,3.0,0.0,3.0,100.0,9.0,12.0,78.0,3.5,16.0,11.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,5.0,10.0,15.0,35.0,10.0,5.0,80.0,90.0,1414.0,99.0,1.0,100.0,97.0,3.0,0.0,3.0,0.0,0.0,100.0,0.0,125.0,1.3,1213.0,10.0,65.0,60.0,1.2,0.0,2.0,3.3,1.2,1.2,0.0,5.0,6.2,1.2,0.4,12.0,13.3,2.3,1.3,8.8,30.0,6.6,0.0,0.0,0.0,1.2,0.0,7.0,10.4,1.2,0.2,23.8,26.9,2.4,1.0,154.6,469.7,0.7,5.3,16.5,22.0,0.8,2.8,11.8,19.0,0.9,1.5,7.4,9.0,1.2,1.0,1.0,24.3,1.2,1.0,1.0,18.3,1.2,1.0,1.0,12.9,6.8,5.7,8.7,2.0,9.0,0.0,3.2,17.0,6.9,1.9,5.5,4.7,12.3,62.1,IJburg Zuid
BU03635101,Haveneiland Oost,WK036351,13707.0,6030.0,2970.0,3060.0,30.0,12.0,29.0,26.0,3.0,65.0,28.0,6.0,1.0,12.0,2205.0,29.0,14.0,57.0,2.7,18.0,36.0,10.0,1.0,7.0,4.0,14.0,0.0,35.0,70.0,115.0,60.0,310.0,150.0,105.0,850.0,2186.0,540.0,33.0,67.0,96.0,50.0,50.0,39.0,11.0,0.0,0.0,100.0,4.0,1560.0,0.7,3511.0,120.0,1110.0,455.0,0.6,1.0,2.9,4.0,0.6,0.6,1.9,5.0,8.8,0.5,5.3,12.7,14.8,1.8,1.9,12.4,30.0,5.9,0.0,0.0,0.0,0.6,3.7,7.6,13.7,0.5,11.2,24.7,27.4,1.9,1.0,233.7,476.9,0.2,8.6,20.1,22.2,0.3,5.9,16.5,19.4,0.3,3.8,8.0,9.1,0.6,1.0,1.0,29.9,0.6,1.0,1.0,23.5,0.6,1.0,1.0,16.7,6.2,5.2,8.0,1.4,8.4,0.0,6.3,17.0,6.3,1.4,4.9,5.0,13.8,62.9,IJburg Zuid
BU03635102,Haveneiland Noord,WK036351,16191.0,1780.0,830.0,945.0,21.0,12.0,38.0,22.0,7.0,64.0,25.0,9.0,2.0,13.0,830.0,43.0,20.0,37.0,2.1,16.0,55.0,15.0,2.0,13.0,7.0,18.0,0.0,15.0,50.0,50.0,30.0,85.0,40.0,35.0,315.0,821.0,393.0,10.0,90.0,96.0,24.0,76.0,44.0,33.0,0.0,0.0,100.0,4.0,515.0,0.6,4510.0,45.0,375.0,140.0,0.3,1.1,3.0,4.0,0.3,0.3,2.0,5.0,8.5,0.2,6.5,13.0,14.3,1.4,2.0,13.6,30.0,5.8,0.0,0.0,0.0,0.2,4.8,8.0,13.2,0.1,15.7,25.0,28.2,1.5,1.0,264.9,478.8,0.2,11.5,21.0,22.0,0.1,7.1,17.0,19.0,0.3,4.6,8.0,9.0,0.2,1.0,1.0,34.8,0.2,1.0,1.0,27.2,0.2,1.0,1.0,20.8,6.5,5.5,7.8,1.0,8.1,0.0,8.6,17.0,6.3,1.0,5.2,5.0,13.6,63.1,IJburg Zuid
BU03635201,Scheldebuurt West,WK036352,17140.0,4285.0,2025.0,2260.0,14.0,10.0,39.0,21.0,15.0,66.0,23.0,8.0,3.0,16.0,2405.0,52.0,25.0,24.0,1.8,23.0,13.0,2.0,0.0,2.0,1.0,7.0,0.0,30.0,145.0,65.0,75.0,255.0,145.0,150.0,855.0,2238.0,561.0,0.0,100.0,93.0,28.0,72.0,19.0,53.0,0.0,100.0,0.0,7.0,1095.0,0.5,4358.0,90.0,895.0,200.0,0.3,6.0,40.6,108.9,0.2,0.2,8.4,57.5,145.0,0.1,42.7,290.2,855.2,1.3,11.8,21.8,32.3,0.4,9.8,153.1,592.9,0.2,21.9,231.0,747.5,0.2,72.6,688.9,1822.0,0.6,370.6,444.5,503.1,0.2,22.8,113.0,278.6,0.3,9.8,54.3,137.7,0.2,5.3,34.9,78.9,0.7,26.4,43.9,79.6,0.7,14.5,28.9,58.6,0.8,21.1,30.4,54.0,1.7,1.1,4.4,1.6,1.2,8.3,14.0,17.0,2.4,0.4,2.9,8.3,16.0,69.0,Scheldebuurt
BU03635202,Scheldebuurt Midden,WK036352,19350.0,3095.0,1420.0,1675.0,15.0,9.0,42.0,19.0,15.0,66.0,24.0,7.0,2.0,17.0,1665.0,48.0,29.0,23.0,1.9,25.0,11.0,1.0,1.0,2.0,1.0,6.0,0.0,15.0,80.0,45.0,35.0,170.0,90.0,90.0,525.0,1557.0,597.0,0.0,100.0,93.0,36.0,64.0,11.0,54.0,0.0,100.0,0.0,7.0,840.0,0.5,5243.0,90.0,700.0,140.0,0.2,8.2,41.4,105.8,0.2,0.3,10.7,57.1,142.7,0.1,47.9,286.0,831.1,1.4,12.0,22.0,32.0,0.2,10.9,149.9,582.9,0.2,26.2,221.1,734.1,0.2,75.7,654.7,1798.0,0.6,368.9,443.3,502.1,0.2,26.5,113.9,269.3,0.3,10.3,55.3,134.6,0.4,6.4,35.5,77.5,0.8,24.7,43.4,80.0,0.8,13.2,28.4,59.0,0.9,19.4,29.4,54.1,1.4,0.9,4.1,1.4,1.3,8.0,14.0,17.0,2.7,0.3,3.1,9.0,16.0,69.0,Scheldebuurt
BU03635203,Scheldebuurt Oost,WK036352,16629.0,2330.0,1055.0,1270.0,13.0,11.0,43.0,20.0,12.0,69.0,22.0,7.0,2.0,14.0,1305.0,51.0,27.0,22.0,1.8,23.0,14.0,2.0,1.0,2.0,1.0,8.0,0.0,20.0,55.0,40.0,40.0,150.0,85.0,75.0,465.0,1181.0,523.0,0.0,100.0,93.0,33.0,67.0,13.0,55.0,0.0,100.0,0.0,7.0,580.0,0.4,4126.0,55.0,475.0,105.0,0.2,8.7,46.7,105.0,0.3,0.3,9.6,54.8,138.9,0.2,48.0,273.6,822.3,1.7,12.0,22.0,32.0,0.2,10.9,161.3,580.5,0.2,23.9,226.4,723.6,0.2,61.3,639.1,1794.0,0.4,366.5,442.9,502.0,0.1,26.9,110.1,254.3,0.2,9.6,52.8,129.8,0.2,5.5,34.5,73.6,0.7,23.3,44.1,80.9,0.7,13.4,29.1,59.9,0.7,17.3,30.1,54.9,1.1,0.8,3.7,1.2,1.6,8.0,14.0,17.0,3.0,0.6,3.1,8.6,16.0,69.0,Scheldebuurt
BU03635206,Veluwebuurt,WK036352,11515.0,1495.0,725.0,770.0,12.0,6.0,35.0,22.0,26.0,62.0,17.0,13.0,8.0,11.0,875.0,65.0,17.0,17.0,1.6,18.0,18.0,4.0,1.0,5.0,1.0,7.0,0.0,5.0,25.0,20.0,5.0,70.0,45.0,35.0,210.0,974.0,417.0,9.0,91.0,87.0,9.0,91.0,36.0,55.0,0.0,81.0,19.0,13.0,390.0,0.4,2972.0,20.0,345.0,45.0,0.4,2.8,29.4,95.6,0.4,0.7,4.7,42.7,131.4,0.4,24.4,210.2,732.4,1.9,11.0,21.0,32.2,0.6,3.2,74.3,513.1,0.3,10.4,168.1,648.0,0.6,32.8,436.8,1594.0,0.8,333.3,442.1,502.6,0.2,15.4,87.0,239.0,0.3,7.1,38.7,116.0,0.6,4.0,25.8,69.1,0.3,21.8,42.1,79.0,0.3,12.6,27.1,58.0,1.2,17.0,28.5,54.0,1.9,0.4,4.6,2.1,1.8,8.0,14.0,17.0,3.2,0.6,2.8,8.4,16.0,68.2,Scheldebuurt
BU03635207,Kop Zuidas,WK036352,4024.0,685.0,350.0,335.0,13.0,5.0,62.0,12.0,9.0,65.0,28.0,5.0,2.0,29.0,350.0,36.0,44.0,20.0,1.9,31.0,18.0,1.0,1.0,0.0,3.0,12.0,0.0,0.0,15.0,10.0,15.0,35.0,20.0,20.0,120.0,426.0,0.0,0.0,100.0,82.0,21.0,79.0,4.0,75.0,0.0,0.0,100.0,18.0,160.0,0.5,962.0,15.0,130.0,30.0,0.5,1.5,26.1,92.3,0.6,0.5,2.8,38.6,128.2,0.5,13.2,194.5,693.2,2.0,10.7,21.0,32.8,0.9,1.3,65.7,465.7,0.4,4.7,156.1,602.1,0.4,19.9,404.0,1514.0,0.6,305.0,442.9,502.2,0.3,7.7,83.0,231.8,0.5,4.5,34.7,113.4,0.8,2.2,24.5,66.6,0.4,20.9,41.0,79.0,0.4,12.5,26.0,58.0,1.4,16.5,28.0,54.0,2.1,0.6,4.8,2.2,1.9,8.0,14.0,17.2,3.2,0.7,2.6,7.9,16.2,68.1,Scheldebuurt
BU03635301,IJselbuurt Oost,WK036353,22100.0,2870.0,1370.0,1505.0,11.0,13.0,43.0,21.0,13.0,70.0,18.0,9.0,3.0,11.0,1730.0,57.0,24.0,19.0,1.7,21.0,23.0,6.0,1.0,4.0,3.0,9.0,0.0,30.0,60.0,45.0,20.0,155.0,70.0,80.0,455.0,1543.0,440.0,0.0,100.0,95.0,16.0,84.0,44.0,39.0,0.0,89.0,11.0,5.0,640.0,0.4,4818.0,80.0,535.0,105.0,0.4,8.0,49.3,107.1,0.4,0.3,9.1,59.8,143.0,0.2,39.9,311.5,861.1,1.7,12.1,22.1,32.0,0.2,14.1,208.0,593.0,0.2,27.3,270.4,739.0,0.3,62.8,751.1,1846.0,0.3,368.7,441.0,502.4,0.4,24.6,112.4,262.5,0.4,7.6,55.5,136.5,0.6,3.8,35.8,76.2,0.6,24.3,45.0,80.4,0.6,14.1,30.0,59.4,0.7,17.9,31.1,54.4,0.8,1.3,3.4,0.8,1.6,8.2,14.0,17.4,3.0,0.3,2.7,8.0,16.0,68.1,IJselbuurt
BU03635400,Kromme Mijdrechtbuurt,WK036354,14624.0,2485.0,1175.0,1315.0,9.0,11.0,42.0,23.0,15.0,72.0,16.0,10.0,3.0,9.0,1580.0,60.0,24.0,16.0,1.6,20.0,23.0,4.0,1.0,4.0,2.0,12.0,0.0,25.0,60.0,40.0,15.0,145.0,85.0,70.0,430.0,1453.0,413.0,0.0,100.0,94.0,17.0,83.0,48.0,35.0,0.0,98.0,2.0,6.0,530.0,0.3,3189.0,55.0,450.0,80.0,0.1,7.3,45.7,102.8,0.4,0.3,6.4,52.7,137.0,0.3,28.1,259.6,805.2,2.1,11.9,22.1,32.0,0.2,8.5,147.4,567.5,0.2,19.2,206.4,716.9,0.2,40.9,581.3,1765.0,0.5,362.2,441.2,501.9,0.1,19.7,106.3,243.5,0.5,5.7,51.3,127.6,0.3,3.9,32.4,72.6,0.5,23.3,43.3,80.6,0.5,13.7,28.3,59.6,0.5,17.0,29.7,54.6,0.8,1.1,3.4,1.2,1.9,8.0,14.0,17.0,3.2,0.6,3.1,8.0,16.0,68.2,Rijnbuurt
BU03635401,Rijnbuurt Oost,WK036354,14132.0,2685.0,1260.0,1425.0,10.0,13.0,44.0,21.0,12.0,71.0,18.0,8.0,2.0,16.0,1645.0,57.0,26.0,18.0,1.6,19.0,15.0,2.0,1.0,3.0,1.0,8.0,0.0,20.0,55.0,40.0,30.0,155.0,85.0,65.0,450.0,1513.0,424.0,0.0,100.0,94.0,29.0,71.0,18.0,53.0,0.0,99.0,1.0,6.0,695.0,0.4,3622.0,75.0,600.0,95.0,0.3,6.2,38.9,96.1,0.4,0.3,5.7,45.8,126.8,0.2,19.3,224.4,744.8,2.3,11.0,22.3,32.3,0.3,6.1,104.1,527.1,0.2,13.9,166.2,678.2,0.2,26.8,483.4,1625.0,0.8,351.6,441.9,501.9,0.2,15.2,97.9,221.6,0.5,5.8,44.1,114.6,0.5,3.9,25.4,66.4,0.3,18.5,42.1,80.5,0.3,11.2,27.1,59.5,0.3,12.5,29.1,54.5,1.1,1.0,3.8,1.5,2.2,7.6,14.0,17.0,3.5,1.0,3.4,8.0,16.0,68.1,Rijnbuurt
BU03635402,Rijnbuurt Midden,WK036354,8435.0,2195.0,1010.0,1185.0,10.0,10.0,47.0,20.0,13.0,73.0,18.0,7.0,2.0,14.0,1325.0,54.0,30.0,16.0,1.7,20.0,14.0,2.0,0.0,3.0,1.0,7.0,0.0,20.0,55.0,35.0,40.0,145.0,45.0,100.0,435.0,1242.0,444.0,2.0,98.0,95.0,20.0,80.0,12.0,67.0,0.0,100.0,0.0,5.0,615.0,0.5,2372.0,65.0,525.0,85.0,0.4,6.7,35.7,98.9,0.4,0.4,7.0,46.5,132.4,0.3,31.7,230.5,766.2,2.1,11.7,22.2,32.3,0.3,7.2,107.3,541.9,0.3,16.7,168.0,690.9,0.2,35.1,503.7,1688.0,0.7,354.5,443.0,502.0,0.2,20.9,97.9,234.6,0.2,7.4,44.2,117.6,0.3,4.6,27.6,68.2,0.6,19.4,42.8,79.8,0.6,11.4,27.8,58.8,0.6,14.3,29.0,54.0,1.4,0.5,4.1,1.6,1.9,8.0,14.0,17.0,3.3,0.8,3.2,8.0,15.9,68.9,Rijnbuurt
BU03635403,Rijnbuurt West,WK036354,20925.0,1675.0,810.0,865.0,11.0,8.0,30.0,29.0,21.0,64.0,17.0,16.0,3.0,11.0,1075.0,66.0,14.0,19.0,1.6,16.0,37.0,9.0,1.0,8.0,2.0,16.0,0.0,10.0,20.0,20.0,10.0,50.0,40.0,30.0,175.0,1073.0,383.0,0.0,100.0,96.0,10.0,90.0,83.0,6.0,0.0,96.0,4.0,4.0,355.0,0.3,4472.0,25.0,310.0,45.0,0.3,5.9,35.9,99.1,0.3,0.5,9.2,48.4,136.2,0.3,40.1,249.8,777.6,1.8,11.7,21.4,32.0,0.3,5.7,92.2,545.8,0.4,19.0,180.8,691.9,0.4,55.1,509.5,1693.0,0.8,356.5,442.8,502.3,0.2,23.2,98.4,245.7,0.2,8.7,44.2,121.2,0.2,5.6,28.2,71.0,0.6,21.8,42.4,79.2,0.6,12.5,27.4,58.2,0.9,16.8,28.4,54.0,1.6,0.6,4.3,1.8,1.6,8.0,14.0,17.0,3.0,0.4,3.0,8.7,16.0,68.8,Rijnbuurt
BU03635404,Zorgvlied,WK036354,170.0,45.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,52.0,28.0,20.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,10.0,20.0,10.0,1.5,0.0,13.9,65.7,1.5,1.7,0.0,19.0,90.7,1.5,0.0,84.3,455.5,3.0,7.2,20.8,32.0,1.3,0.0,29.9,262.6,1.4,0.0,63.7,376.8,0.6,1.0,171.7,1008.0,1.7,215.0,433.9,500.0,1.0,0.7,50.1,157.8,0.8,1.2,19.6,82.9,1.4,0.0,10.7,52.0,1.4,9.1,37.1,76.3,1.4,6.4,23.0,55.5,1.8,5.3,26.8,52.3,2.2,0.8,4.9,2.7,2.9,6.7,14.0,17.0,4.3,1.6,3.7,7.0,13.0,67.2,Rijnbuurt
